user_id,problem
30000,0.18054129231923527
30001,0.2994874689987169
30002,0.15661560496639237
30003,0.42411311999677154
30004,0.49993104531198834
30005,0.1826922414741347
30006,0.15850661942434505
30007,0.15751907867616674
30008,0.1544663828697151
30009,0.19227822431541935
30010,0.1596089516084393
30011,0.15802031103435782
30012,0.2127198478257999
30013,0.15735256111566343
30014,0.16789973661528096
30015,0.1733187454614562
30016,0.19372308569249017
30017,0.20082743859221797
30018,0.6209241930379098
30019,0.2790490353003923
30020,0.2060181147429617
30021,0.14561498188792532
30022,0.19942403783520343
30023,0.15802031103435782
30024,0.14544483006879932
30025,0.1453102547632485
30026,0.1544663828697151
30027,0.4848937362555459
30028,0.2031965000136496
30029,0.14400934563140735
30030,0.15802031103435782
30031,0.27990169872098086
30032,0.16375777352111248
30033,0.14400934563140735
30034,0.17951212418730128
30035,0.19289335902646038
30036,0.14400934563140735
30037,0.21455628716094538
30038,0.42223268338101744
30039,0.3952750581301362
30040,0.2569134832269838
30041,0.5321652949223618
30042,0.15948564434981405
30043,0.14640232092434285
30044,0.19267232729090383
30045,0.2671534885219074
30046,0.26291620420325085
30047,0.15751907867616674
30048,0.20199128449205359
30049,0.1569525058132464
30050,0.1603987727469776
30051,0.1453102547632485
30052,0.25607907071597025
30053,0.38190376127738845
30054,0.15909884500904664
30055,0.262391541308658
30056,0.27648879959368655
30057,0.1453102547632485
30058,0.17221909755027806
30059,0.17755390485647354
30060,0.15242935808441438
30061,0.1993416630804005
30062,0.2181522884580454
30063,0.38865992576454444
30064,0.42684516690690194
30065,0.14462361662711748
30066,0.15720204711335697
30067,0.14497506171369862
30068,0.23063986830565622
30069,0.6550298123040005
30070,0.24334420373587706
30071,0.17606190925572604
30072,0.14445432786865992
30073,0.16160044400243706
30074,0.14400934563140735
30075,0.16071889816027013
30076,0.14500008720222304
30077,0.23190454420974324
30078,0.16313452316223429
30079,0.19492969149495634
30080,0.2413479262381947
30081,0.15802031103435782
30082,0.5715982949726417
30083,0.23455397290353205
30084,0.15660620512056042
30085,0.14400934563140735
30086,0.1959188255724099
30087,0.14905483625797872
30088,0.14400934563140735
30089,0.15811130426086834
30090,0.18479901893963888
30091,0.14722909051151573
30092,0.14417652886546212
30093,0.1518216541112257
30094,0.42845851043443267
30095,0.29476761025844683
30096,0.16672761492320926
30097,0.16029441786110357
30098,0.22274464390739376
30099,0.3557169845152175
30100,0.1470493312003163
30101,0.1453102547632485
30102,0.19996014477142315
30103,0.21159840892924037
30104,0.19017649159107633
30105,0.5684582550787728
30106,0.1661256100138771
30107,0.1456788486403281
30108,0.156065861588954
30109,0.15948564434981405
30110,0.1682460889235559
30111,0.19235364174159425
30112,0.15802031103435782
30113,0.21481018803899848
30114,0.19291148181333445
30115,0.4444530217909902
30116,0.15669622234266695
30117,0.19953586622903813
30118,0.16664799454442886
30119,0.24004545328169988
30120,0.15826924333207945
30121,0.1972784097473557
30122,0.1654478665865653
30123,0.14716674780324301
30124,0.18503460257263202
30125,0.16761967796237662
30126,0.17010077643127425
30127,0.1994739754657952
30128,0.19204953369026082
30129,0.21943643630841575
30130,0.21481018803899848
30131,0.16557328970073976
30132,0.22210448659594845
30133,0.25036852916422725
30134,0.14868434129256594
30135,0.21595449582436058
30136,0.16995607944919494
30137,0.14400934563140735
30138,0.2361030738315575
30139,0.15909884500904664
30140,0.2129456635818992
30141,0.16992131455930143
30142,0.19649812963513807
30143,0.16987229782238397
30144,0.15747351830973608
30145,0.15802031103435782
30146,0.14500008720222304
30147,0.18622319160236828
30148,0.15000187932661263
30149,0.21011204264866876
30150,0.4324349296774626
30151,0.14462361662711748
30152,0.2645168878518746
30153,0.14400934563140735
30154,0.23604014712723473
30155,0.16787917837213448
30156,0.14400934563140735
30157,0.20262970599276656
30158,0.1667603100694769
30159,0.3025631917622029
30160,0.14400934563140735
30161,0.17755390485647354
30162,0.14445432786865992
30163,0.17482015564406123
30164,0.27330894189036775
30165,0.25623418579736496
30166,0.14400934563140735
30167,0.2471738566645209
30168,0.2388499938121813
30169,0.14400934563140735
30170,0.1544663828697151
30171,0.6066615620629205
30172,0.19492969149495634
30173,0.48580352552105144
30174,0.2100936349833833
30175,0.18604614824468346
30176,0.15802031103435782
30177,0.14400934563140735
30178,0.4191334422662373
30179,0.19102855935437776
30180,0.5563183387017998
30181,0.18245858714673024
30182,0.14676702793288238
30183,0.1738517595668919
30184,0.2571335276413718
30185,0.15802031103435782
30186,0.22905737689335912
30187,0.17949631602707236
30188,0.17355942391117868
30189,0.14400934563140735
30190,0.17110740538020702
30191,0.5633237474733203
30192,0.5310744191723183
30193,0.14999948387448075
30194,0.21309602283456613
30195,0.14629311963603822
30196,0.3129882344203358
30197,0.2480610538629095
30198,0.15735256111566343
30199,0.18547117725763412
30200,0.16068947200527872
30201,0.14133639276092974
30202,0.15163198905267627
30203,0.16730200835575437
30204,0.2413097261356924
30205,0.23734524848261934
30206,0.14400934563140735
30207,0.19633129729095278
30208,0.15802031103435782
30209,0.14561498188792532
30210,0.5857390176018631
30211,0.14400934563140735
30212,0.22956786957916644
30213,0.15802031103435782
30214,0.1888423604454359
30215,0.1644235183440041
30216,0.36414948040322337
30217,0.18416441717268783
30218,0.20220516587137444
30219,0.4275094260718208
30220,0.5750146721652863
30221,0.17523486920108766
30222,0.14400934563140735
30223,0.14462361662711748
30224,0.14963617110556765
30225,0.2461701343078067
30226,0.15802031103435782
30227,0.14400934563140735
30228,0.1887817912452173
30229,0.15826924333207945
30230,0.5155689926392977
30231,0.16130901653980495
30232,0.17154829202969016
30233,0.23932994957659806
30234,0.156065861588954
30235,0.2594668878853231
30236,0.36199666181745516
30237,0.17570702334862964
30238,0.19751656396426126
30239,0.1538095394345496
30240,0.15735256111566343
30241,0.6192057196081887
30242,0.20688435814065084
30243,0.35534624188619207
30244,0.18218110622226563
30245,0.14400934563140735
30246,0.15025275224227647
30247,0.14400934563140735
30248,0.24993781121336167
30249,0.14872880528048132
30250,0.1895212432621876
30251,0.15948564434981405
30252,0.1453102547632485
30253,0.15140661425887023
30254,0.16401921994117208
30255,0.15802031103435782
30256,0.3328716457460379
30257,0.15802031103435782
30258,0.2522308345111045
30259,0.14400934563140735
30260,0.14133639276092974
30261,0.1500216783877662
30262,0.17238495013100785
30263,0.4194835729725521
30264,0.3285623455119121
30265,0.14622814130332745
30266,0.15789219104295854
30267,0.14400934563140735
30268,0.15466568660760077
30269,0.5644801074757156
30270,0.1568783137627102
30271,0.14895343514657147
30272,0.14400934563140735
30273,0.14400934563140735
30274,0.22720148410579158
30275,0.15826924333207945
30276,0.15850661942434505
30277,0.2735238496202662
30278,0.14462361662711748
30279,0.14681019148075233
30280,0.16778622972222207
30281,0.15802031103435782
30282,0.34519693313085387
30283,0.14848857225164286
30284,0.2454909819558674
30285,0.14622814130332745
30286,0.15604878331052713
30287,0.17779679836003898
30288,0.19483344505423134
30289,0.14400934563140735
30290,0.15948564434981405
30291,0.2255082934479607
30292,0.15826924333207945
30293,0.5430849564038003
30294,0.1563188724118806
30295,0.16649819639172816
30296,0.4956629809535002
30297,0.17169276433227965
30298,0.21560995325653734
30299,0.24160986935872342
30300,0.22517079651276956
30301,0.19291148181333445
30302,0.22728412591752098
30303,0.316325042404057
30304,0.1453102547632485
30305,0.2136822022577341
30306,0.15802031103435782
30307,0.15802031103435782
30308,0.16990462638478504
30309,0.25967768087742815
30310,0.14462361662711748
30311,0.6073033929504593
30312,0.22197663877367918
30313,0.15259568066380047
30314,0.1698243946901969
30315,0.17251972141375793
30316,0.16834324534073838
30317,0.15948564434981405
30318,0.1824789602848484
30319,0.18010603514832382
30320,0.14400934563140735
30321,0.14832172202362087
30322,0.3192575283920652
30323,0.24640103237313035
30324,0.15850661942434505
30325,0.17918421990777006
30326,0.2337607520341142
30327,0.15323854319152785
30328,0.16167564500327022
30329,0.15909884500904664
30330,0.1450872281460818
30331,0.16101831728150384
30332,0.3876434291189967
30333,0.24835143107874638
30334,0.1714890031870196
30335,0.15952552993371483
30336,0.3616227202634972
30337,0.17798468101729106
30338,0.20701295602132505
30339,0.19292818745397458
30340,0.15802031103435782
30341,0.15802031103435782
30342,0.17888174545537422
30343,0.15000187932661263
30344,0.23629304041882038
30345,0.41484711430654764
30346,0.23646681515479587
30347,0.27968287475496406
30348,0.24961733362395683
30349,0.17440764388337762
30350,0.1765109999985533
30351,0.14400934563140735
30352,0.19146149514420116
30353,0.4282962947954476
30354,0.14400934563140735
30355,0.3554580420376619
30356,0.15802031103435782
30357,0.3246882496362598
30358,0.2652171333012246
30359,0.2995743489361964
30360,0.17863870656263284
30361,0.3465937988821726
30362,0.19126174863809825
30363,0.14400934563140735
30364,0.14513002296987798
30365,0.16156434671777897
30366,0.21704223768154707
30367,0.2361246592073382
30368,0.14400934563140735
30369,0.15802031103435782
30370,0.14497506171369862
30371,0.15347891146187057
30372,0.159841795643314
30373,0.14436079071798852
30374,0.1582105301750834
30375,0.15802031103435782
30376,0.14462361662711748
30377,0.1601059161029348
30378,0.1521848295772566
30379,0.17496031319893102
30380,0.1758044549333219
30381,0.17304390230689057
30382,0.1544663828697151
30383,0.1983414238944247
30384,0.22715235668223963
30385,0.14400934563140735
30386,0.6137796990734838
30387,0.15025275224227647
30388,0.2722000418001277
30389,0.15802031103435782
30390,0.14400934563140735
30391,0.16789973661528096
30392,0.47841696197220995
30393,0.16035299241037915
30394,0.15802031103435782
30395,0.5931563666831858
30396,0.26591041845666413
30397,0.25138933693958687
30398,0.19073871199180076
30399,0.16462534911339713
30400,0.26527794161818136
30401,0.37984602036736975
30402,0.15708644757210505
30403,0.17098595477978568
30404,0.17952035487528398
30405,0.14561498188792532
30406,0.18475453204994546
30407,0.16786166480459216
30408,0.1814322623095442
30409,0.19242277422765997
30410,0.14462361662711748
30411,0.15702103868656536
30412,0.15751907867616674
30413,0.21896957464664996
30414,0.14490090911803882
30415,0.2000248176575623
30416,0.3134583196102239
30417,0.1802817202775002
30418,0.19381310102549304
30419,0.29315182465428846
30420,0.19082347104743372
30421,0.15037834990171822
30422,0.16412082623675486
30423,0.15802031103435782
30424,0.2049855527123296
30425,0.19134251247889505
30426,0.25854022391532766
30427,0.18556052498174389
30428,0.20682123506719835
30429,0.2205735867194946
30430,0.18276445564047025
30431,0.15802031103435782
30432,0.17863870656263284
30433,0.15786223764700497
30434,0.14765556203491687
30435,0.30687285690646915
30436,0.1704839983816207
30437,0.6256623448997083
30438,0.25686888834838273
30439,0.30588131719664047
30440,0.1912014938605971
30441,0.14400934563140735
30442,0.316964944154977
30443,0.22985324469259089
30444,0.15850661942434505
30445,0.3012018030204025
30446,0.16995003454462543
30447,0.24124189881387417
30448,0.16612439748700814
30449,0.1695931322652821
30450,0.15835916148553056
30451,0.14671374750615676
30452,0.1912014938605971
30453,0.18547117725763412
30454,0.1684899732814527
30455,0.16710558801085656
30456,0.4337746769086098
30457,0.16993114580344357
30458,0.217950180427093
30459,0.35237806196349675
30460,0.16130901653980495
30461,0.14400934563140735
30462,0.15802031103435782
30463,0.14462361662711748
30464,0.23190454420974324
30465,0.35191442257312244
30466,0.1495465348714443
30467,0.15802031103435782
30468,0.19381531370838156
30469,0.3552439138883868
30470,0.16994954817039448
30471,0.16904949749079243
30472,0.2314860631932294
30473,0.16435330508883178
30474,0.14997951796297398
30475,0.2042137120794366
30476,0.14400934563140735
30477,0.16187554273394475
30478,0.1509932445874205
30479,0.1462349303095806
30480,0.147825962064097
30481,0.18604614824468346
30482,0.22072175270747146
30483,0.1747715838669634
30484,0.16787917837213448
30485,0.24148852166074816
30486,0.2131046014374372
30487,0.15948564434981405
30488,0.15700491674322278
30489,0.1841228834657098
30490,0.1563188724118806
30491,0.1771697885586511
30492,0.18704070597742645
30493,0.14938760833090253
30494,0.3537793047455568
30495,0.20068611510478
30496,0.14999948387448075
30497,0.18513674443766454
30498,0.1500560067964691
30499,0.14400934563140735
30500,0.15948564434981405
30501,0.18786615703668316
30502,0.15700491674322278
30503,0.19228435252990023
30504,0.1469131876041729
30505,0.15786223764700497
30506,0.14622814130332745
30507,0.32896295053932184
30508,0.35718082087829683
30509,0.1732684988037572
30510,0.2816121948743654
30511,0.35575257468087906
30512,0.4865191892076123
30513,0.17428107124072936
30514,0.14681019148075233
30515,0.17660295380831248
30516,0.18297403276067076
30517,0.20770308545730293
30518,0.18139478624089306
30519,0.15811130426086834
30520,0.20025318237995632
30521,0.5606577087641311
30522,0.23689393727856264
30523,0.15948564434981405
30524,0.14661860279130348
30525,0.3499584366146308
30526,0.17251972141375793
30527,0.15426427324788666
30528,0.16789973661528096
30529,0.2204313992581343
30530,0.31288129212402704
30531,0.2002186633217878
30532,0.17462311325396532
30533,0.2356101536439103
30534,0.16701143692584833
30535,0.45907432079875915
30536,0.15802031103435782
30537,0.40745603979103634
30538,0.17538536768671453
30539,0.2098957645592487
30540,0.27351373953903796
30541,0.24445679992805838
30542,0.1457174361444426
30543,0.15847795576838877
30544,0.16068947200527872
30545,0.2626415413626338
30546,0.5750824090999418
30547,0.215638008206421
30548,0.1453102547632485
30549,0.15850661942434505
30550,0.15802031103435782
30551,0.26205131673476656
30552,0.19542035791815057
30553,0.174340063574067
30554,0.1671623505019879
30555,0.23700568676331318
30556,0.15802031103435782
30557,0.1457174361444426
30558,0.15948564434981405
30559,0.14400934563140735
30560,0.15802031103435782
30561,0.19855725002092056
30562,0.19316170974817626
30563,0.1595817408181909
30564,0.14400934563140735
30565,0.406961405242208
30566,0.14400934563140735
30567,0.14400934563140735
30568,0.16874437317306967
30569,0.15919494509151294
30570,0.14759041416016086
30571,0.17469145283961482
30572,0.15850661942434505
30573,0.14681019148075233
30574,0.15802031103435782
30575,0.15802031103435782
30576,0.1544663828697151
30577,0.163593020998236
30578,0.16904949749079243
30579,0.26150394687017153
30580,0.15948564434981405
30581,0.14400934563140735
30582,0.15802031103435782
30583,0.18645623550259136
30584,0.2557123264991736
30585,0.2047550417958654
